geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.026,2087.9,-14.87,1.38,0.29,65
0.0412,2414.4,-14.75,1.79,0.18,15
0.0382,1894.2,-14.12,7.72,0.22,90
0.0157,5370,-12.73,186.65,0.25,60
0.0377,1202.1,-14.49,3.31,0.13,60
0.0429,1192.7,-13.64,23.31,0.17,80
0.0272,4374,-12.56,278.88,0.42,60
0.0371,2298.6,-13.71,19.98,0.09,30
0.0399,2261.7,-14.23,5.92,0.29,10
0.0431,5101.9,-14.67,2.18,0.34,110
0.0187,1253,-12.14,726.51,0.27,80
0.0484,4897.5,-12.66,220.79,0.06,100
0.045,954,-13.88,13.34,0.4,55
0.0224,2328.7,-13.32,48.8,0.42,45
0.033,3812.2,-13.14,72.96,0.17,3
0.0339,5475.6,-12.53,296.31,0.09,85
0.0322,1429.7,-13.86,13.84,0.22,105
0.0177,2872,-12.37,432.77,0.39,50
0.0197,4880.5,-13.71,19.74,0.31,100
0.0343,3587.2,-13.87,13.59,0.13,70
0.0246,4102.7,-14.93,1.19,0.34,30
0.0234,1417.3,-13.71,19.72,0.26,110
0.0266,3477.9,-14.53,2.96,0.33,50
0.0347,2695.6,-12.4,401.79,0.09,60
0.0314,2256.6,-12.44,366.36,0.32,75
0.0279,5257.5,-13.51,31.46,0.25,40
0.0292,1007.5,-12.22,612.39,0.16,105
0.0459,3699.2,-12.62,240.92,0.18,60
0.0165,3411.6,-13,101.13,0.26,35
0.0352,3679,-12.41,394.01,0.19,70
0.0228,1340.4,-14.8,1.59,0.06,90
0.042,1230.8,-12.01,986.76,0.41,90
0.0397,5102.9,-13.86,13.88,0.33,10
0.0326,4923.9,-13.88,13.44,0.1,85
0.0322,3153.2,-12.44,366.85,0.22,30
0.0443,4978.8,-13.31,49.37,0.27,80
0.0456,4059.8,-12.7,202.14,0.25,70
0.0176,3158.7,-14.27,5.46,0.07,5
0.0465,3207.8,-14.54,2.93,0.2,55
0.0466,3372.1,-14.26,5.58,0.09,3
0.0293,5248.9,-14.48,3.33,0.05,100
0.0248,4909.4,-13.53,30,0.21,45
0.035,3682,-12.5,318.68,0.35,25
0.0164,2341,-12.14,734.27,0.14,15
0.0407,2213.7,-12.66,222.66,0.11,10
0.0488,2294.3,-13.78,16.75,0.36,55
0.0384,4959.1,-14.31,5,0.17,15
0.0378,2809,-13.82,15.42,0.34,65
0.0277,4383.5,-12.82,153.97,0.25,30
0.0159,3725.2,-14.61,2.5,0.04,35
0.0388,1388.4,-12.49,329.48,0.1,100
0.0141,1884.4,-14.07,8.71,0.18,85
0.0421,4310.4,-14.4,4.01,0.14,90
0.0221,1801.6,-14.12,7.61,0.29,10
0.0355,2923.3,-13.62,24.16,0.1,20
0.0337,1519.4,-13.67,21.74,0.31,15
0.0236,1679.8,-13.22,61.67,0.27,90
0.0284,3234,-13.44,36.37,0.08,75
0.0149,4583.4,-13.3,50.74,0.35,65
0.0428,3876.9,-12.45,357.96,0.31,15
0.0453,5065.2,-14.14,7.28,0.07,80
0.0211,1588.7,-13.3,50.22,0.04,20
0.0419,2134.6,-12.53,300.54,0.05,75
0.0352,4052.5,-14.59,2.6,0.26,110
0.0178,3013.7,-12.5,323.29,0.08,35
0.0188,2153.9,-14.44,3.68,0.3,25
0.0473,5314.1,-13.55,28.4,0.04,100
0.0253,2867.2,-14.63,2.38,0.22,20
0.047,4700.8,-13.95,11.31,0.31,100
0.0381,3345.8,-14.14,7.42,0.4,85
0.031,4361.3,-12.74,182.32,0.06,65
0.0225,1287,-14.18,6.76,0.42,10
0.0213,4045.1,-12.94,116.04,0.4,70
0.0266,3472.7,-12.82,152.82,0.12,60
0.0368,1134.7,-12.73,188.45,0.16,3
0.0411,1066.6,-12.62,245.81,0.43,110
0.0388,3667.8,-14.75,1.81,0.23,10
0.0422,4328.1,-13.26,55.58,0.3,65
0.0436,5124.7,-13.17,68.09,0.03,100
0.0292,1653.4,-12.97,107.54,0.33,45
0.0266,2323.7,-14.77,1.74,0.03,100
0.036,1524.1,-13.66,21.98,0.42,65
0.0358,3021.1,-12.43,374.33,0.05,65
0.0155,5341.2,-14.01,9.86,0.43,50
0.0287,2736,-14.09,8.26,0.04,35
0.0227,4179.2,-13.34,46.41,0.25,20
0.0187,1340.9,-13.47,34.3,0.11,100
0.0305,999.2,-13.49,32.75,0.26,105
0.044,1210.8,-13.05,91.1,0.06,50
0.0172,3309.5,-13.87,13.61,0.37,40
0.0419,4505.7,-13.6,25.26,0.3,55
0.0401,3082.7,-14.76,1.76,0.18,5
0.0249,2777,-12.03,950.05,0.23,105
0.0479,1805.8,-12.58,264.83,0.26,105
0.0337,1219.9,-12.25,568.22,0.37,10
0.0387,1522.1,-13.23,59.39,0.07,105
0.0222,3659.3,-14.7,2.04,0.06,100
0.022,2836.8,-12.8,161.32,0.05,50
0.0333,2058.8,-13.46,34.85,0.24,95
0.0456,3790.2,-12.51,315.48,0.28,5
0.0227,4960.5,-11.98,1050.53,0.25,75
0.027,2828.5,-14.05,9.08,0.42,10
0.0424,4232.2,-14.07,8.7,0.4,60
0.0179,3826.5,-14.88,1.34,0.16,50
0.0157,2227.7,-13.47,34.4,0.35,3
0.0342,4242.5,-14.36,4.38,0.29,25
0.0448,4274.9,-12.49,331.64,0.07,95
0.0478,3922.1,-13.1,81.18,0.33,80
0.0402,1915.7,-13.46,35.53,0.11,80
0.0408,3917.4,-12.13,745.06,0.24,75
0.0366,2795.8,-14.78,1.67,0.06,50
0.0138,2364.9,-12.1,806.36,0.17,65
0.0352,940.1,-12.87,135.62,0.11,30
0.0243,3940.8,-12.02,966.6,0.11,50
0.0223,1392.5,-13.73,19.06,0.03,15
0.0258,2358.2,-14.91,1.23,0.26,25
0.0374,5144.1,-12.16,697.27,0.08,3
0.0276,1991.1,-12.62,241.71,0.34,105
0.048,2919.7,-14.36,4.47,0.35,55
0.0318,1790.2,-12.97,109.34,0.35,90
0.041,4643.8,-13.56,27.64,0.26,35
0.0265,4841.9,-12.07,852.84,0.23,65
0.0488,1684.9,-12.45,359.3,0.35,85
0.0162,1715.3,-13.78,16.7,0.3,55
0.0354,4889.7,-14.93,1.19,0.27,100
0.0288,4588.3,-14.22,6.13,0.3,40
0.0299,4165.1,-14.86,1.41,0.43,70
0.0286,2878.2,-12.39,408.14,0.16,50
0.0437,916.1,-12.47,341.23,0.36,105
0.0417,3203.4,-13.1,81.3,0.26,75
0.0208,1506.8,-13.21,62.99,0.44,45
0.044,1104.2,-12.24,589.02,0.32,75
0.0424,2743.8,-13.85,14.23,0.25,110
0.0397,2008.2,-14,10.25,0.41,65
0.0449,1583.2,-14.3,5.03,0.16,55
0.0465,2043.6,-14.35,4.53,0.2,75
0.0358,2110.1,-12.62,244.77,0.29,110
0.0212,4869.2,-12.63,239.71,0.39,105
0.0435,2886.1,-13.7,20.18,0.22,25
0.0302,5046.3,-13.42,38.23,0.15,3
0.0243,1683.8,-12.58,267.5,0.36,65
0.0448,4743.9,-12.29,521.49,0.41,5
0.0215,1756.4,-12.07,870.36,0.09,15
0.0243,3231.1,-14.07,8.62,0.04,80
0.0391,1797.9,-12.31,495.34,0.22,105
0.0419,1849.4,-12.14,725.94,0.3,90
0.0138,4455.1,-12.57,270.8,0.21,45
0.034,1170.2,-13.63,23.77,0.43,55
0.0371,3130.7,-14.29,5.22,0.29,95
0.031,5017.5,-13.88,13.42,0.09,50
0.0295,1242.7,-12.38,426.22,0.13,5
0.0372,4381.5,-14.5,3.24,0.24,110
0.0314,950,-12.28,526.22,0.1,75
0.0159,4968.7,-14.24,5.82,0.21,50
0.0481,3105.3,-12.84,145.31,0.28,100
0.0164,4116.6,-14.17,6.91,0.3,55
0.0141,4424.5,-14.16,6.99,0.12,105
0.0279,2762,-14.85,1.43,0.32,60
0.0334,1644.2,-13.26,55.76,0.3,90
0.0464,5131.4,-12.16,695.87,0.34,60
0.0443,1844.9,-12.13,757.5,0.32,10
0.0185,2190,-12.41,396.98,0.33,40
0.0242,4777.3,-13.6,25.68,0.35,110
0.0235,4819.6,-14.03,9.49,0.15,110
0.0319,2856.3,-12.68,211.01,0.09,65
0.0371,2217.3,-13.88,13.23,0.09,75
0.0482,1108.3,-14.48,3.35,0.18,25
0.0365,4490.4,-12.06,877.49,0.36,105
0.0394,4896.1,-12.84,145.11,0.12,3
0.0279,3080.4,-14,10.23,0.21,30
0.0167,2536,-14.68,2.12,0.19,35
0.0282,4780.8,-14.25,5.74,0.29,100
0.0287,1419.2,-15.05,0.91,0.35,85
0.0293,1879,-14.49,3.29,0.39,95
0.046,3798.5,-12.59,262.01,0.18,55
0.0462,1324.7,-14.88,1.33,0.13,55
0.0173,3612.9,-13.81,15.67,0.34,10
0.0152,2291.2,-12.24,587.88,0.37,40
0.0406,2545,-12.64,232.94,0.05,3
0.0343,2186.6,-13.36,44.09,0.17,25
0.0368,3025.5,-13.81,15.84,0.25,70
0.0164,5112.9,-14.32,4.81,0.43,20
0.0176,3474.1,-12.61,249.45,0.28,80
0.0422,5328.8,-14.67,2.18,0.22,60
0.0203,3854.9,-15.01,0.99,0.39,45
0.0468,1137.1,-14.68,2.1,0.17,110
0.0265,4037.2,-12.74,184.97,0.15,100
0.0446,1402.5,-13.69,20.85,0.43,70
0.0381,2169.5,-12.7,200.3,0.33,60
0.0344,1984.6,-12.85,143.32,0.36,25
0.0146,2659.6,-12.86,141.31,0.44,60
0.035,2024.9,-12.21,626.86,0.07,95
0.0211,2909.4,-13.05,89.47,0.22,105
0.0237,2450.9,-12.42,388.82,0.15,20
0.0208,3667.3,-12.76,174.96,0.07,40
0.022,3961.1,-14.06,8.87,0.09,60
0.0328,3518.2,-13.57,27.01,0.35,100
0.0415,5049.6,-12.02,966.48,0.35,110
0.042,1787.8,-11.99,1036.74,0.25,75
0.0403,1912.3,-13.02,96.91,0.18,110
0.0252,2452.2,-13.22,60.67,0.18,15
0.0352,4240.4,-12.42,387.22,0.32,75
0.0255,5264.1,-14.41,3.92,0.35,35
0.0168,1428.3,-13.15,72.12,0.21,40
0.0277,1031.4,-12.74,183.8,0.06,35
0.0328,2852.5,-12.32,490.07,0.34,80
0.0228,1301.1,-13.61,25.13,0.37,25
0.0427,2115.9,-13.07,86.53,0.4,90
0.036,2543.5,-14.28,5.28,0.34,90
0.0478,1040.6,-14.65,2.27,0.05,35
0.0404,5107.2,-14.73,1.89,0.27,60
0.0263,1954.7,-12.26,550.73,0.15,40
0.0397,2537.4,-13.47,34.1,0.32,15
0.0379,3079.5,-14.58,2.69,0.05,75
0.0283,3862.1,-12.22,614.08,0.39,10
0.0196,3569.1,-12.93,118.9,0.24,10
0.0376,1000.7,-14.92,1.22,0.33,110
0.0327,3808.5,-12.1,796.68,0.43,55
0.0411,3939.6,-14.02,9.57,0.2,50
0.0278,1268.9,-14.79,1.63,0.32,110
0.0409,1527.9,-13.56,28.14,0.04,3
0.0418,4199.7,-12.65,228.7,0.3,35
0.0483,2747,-12.26,553.77,0.05,80
0.0345,2066.8,-12.9,128.6,0.18,80
0.014,4617.1,-13.02,97.7,0.12,90
0.0166,4371.2,-12.91,124.82,0.18,60
0.0461,1624.5,-13.33,47.8,0.43,3
0.0422,1927.7,-14.31,5.01,0.07,75
0.0264,4218.3,-14.63,2.39,0.37,70
0.0161,2935.6,-13.88,13.36,0.32,55
0.0215,3343.7,-14.48,3.39,0.12,75
0.0453,3219,-13.8,16.21,0.43,105
0.0254,4372.7,-15.02,0.96,0.33,70
0.0203,1172.7,-14.22,6.04,0.09,100
0.0343,4412.7,-14.47,3.41,0.07,10
0.0192,3845.5,-12.87,136.86,0.27,50
0.0422,5150.6,-13.17,67.84,0.34,60
0.0282,3231.4,-12.48,336.6,0.21,95
0.0208,1709.9,-14.35,4.55,0.09,35
0.046,5338,-14.94,1.16,0.19,95
0.0237,1061.6,-13.69,20.79,0.36,80
0.0167,2394.3,-12.4,404.98,0.33,70
0.0324,1346.2,-14.23,5.98,0.22,50
0.0137,3731.8,-12.03,941.25,0.1,105
0.0139,2055,-14.95,1.13,0.39,85
0.0145,2637.1,-12.22,608.18,0.26,15
0.0458,3195.7,-12.8,161.53,0.3,70
0.0444,3468.4,-14.49,3.3,0.1,45
0.037,2959.3,-12.71,197.2,0.25,30
0.0367,2074.3,-12.49,327.05,0.3,20
0.0266,3505.5,-12.92,121.1,0.33,95
0.0335,1196.8,-13.96,11.22,0.16,15
0.0489,4399,-14.7,2.01,0.36,105
0.0253,3558.8,-12.74,186.02,0.21,20
0.049,4999.9,-12.56,275.97,0.28,40
0.0202,1238.7,-12.72,193.11,0.39,95
0.0255,5452.7,-12.98,106.55,0.13,70
0.0476,5499.6,-13.53,30.21,0.06,80
0.0263,4622.1,-12.63,239.59,0.13,5
0.0255,1813.5,-14.86,1.39,0.33,10
0.02,1682.6,-13.38,42.4,0.38,25
0.0449,2800.7,-12.44,372.08,0.05,50
0.0183,2496.5,-14.56,2.78,0.37,75
0.0259,2533.6,-14.82,1.52,0.09,105
0.0362,4398.5,-15.02,0.96,0.35,55
0.0144,3707.2,-14.31,4.91,0.3,110
0.046,4623.1,-13.45,35.98,0.44,15
0.0146,2811.9,-12.68,211.37,0.28,10
0.0295,3129.3,-12.34,464.03,0.1,90
0.0392,3660.7,-12.41,391.27,0.08,5
0.0302,1045.3,-13.27,53.9,0.08,45
0.0163,1142.4,-14.22,6.08,0.36,20
0.0452,1080.5,-13.48,33.69,0.14,15
0.0188,3457.9,-12.92,122.27,0.37,75
0.028,2769,-12.73,189.28,0.11,100
0.0473,3369.9,-12.33,479.18,0.38,30
0.0354,1695.1,-12.6,251.71,0.36,20
0.0279,5446.6,-12.46,348.85,0.33,95
0.0154,3329.5,-12.31,501.1,0.28,65
0.0205,3844.6,-12.3,508.95,0.15,30
0.0484,2854,-12.03,956.05,0.07,100
0.0338,4525.4,-12.63,236.66,0.18,25
0.0201,4106.6,-13.4,40.08,0.03,5
0.0192,4932.4,-13.18,66.61,0.18,15
0.0477,1826.5,-13.2,63.37,0.29,10
0.0284,5233.8,-12.46,351.81,0.24,95
0.0233,3596.8,-12.49,326.62,0.08,90
0.0461,4691.1,-14.85,1.42,0.22,25
0.0347,1827.6,-14.6,2.53,0.33,60
0.0488,1258.6,-13.06,88.81,0.35,5
0.0389,4453.5,-12.59,260.95,0.36,105
0.0429,4688,-13.48,33.28,0.12,50
0.0278,3501.9,-14.53,3,0.26,45
0.0482,4022.7,-14.58,2.68,0.12,55
0.0293,4135.9,-14.33,4.77,0.22,55
0.0359,4846.9,-13.75,18.15,0.18,15
0.0216,4262.1,-13.31,50.07,0.44,65
0.0153,3200.8,-12.4,402.72,0.34,3
0.0225,4228.5,-12.11,794.8,0.1,110
0.0299,2609.1,-13.66,22.1,0.26,110
0.0372,5457.3,-13.39,41.53,0.12,45
0.0411,4719.9,-14.18,6.73,0.08,90
0.0363,5381.8,-12.03,955.17,0.03,80
0.0193,2342,-12.34,459.49,0.12,15
0.0252,4619,-14.31,4.99,0.32,105
0.028,2826.6,-13.7,20.05,0.16,65
0.0169,4931.4,-13.21,62.93,0.3,110
0.0185,2721.4,-12.1,809.91,0.28,75
0.0203,1559.8,-14.49,3.25,0.17,55
0.0441,2087.2,-13.2,63.75,0.43,65
0.0205,4492.5,-15.02,0.96,0.26,65
0.0205,4544.9,-13.07,85.62,0.4,90
0.0196,3000.7,-12.87,137.53,0.29,45
0.0445,4457.1,-13.03,94.57,0.44,75
0.0494,2227.5,-13.09,82.25,0.41,70
0.0144,4298.3,-12.18,665.38,0.21,105
0.0448,3701.7,-13.6,25.3,0.39,60
0.0259,2229.7,-12.73,188.16,0.33,90
0.0273,3121,-13.37,43.55,0.1,55
0.017,2707.1,-14.46,3.53,0.3,45
0.0433,1691,-15.01,0.98,0.27,10
0.0365,4705.2,-12.52,307.26,0.37,10
0.0258,5077.3,-12.52,303.88,0.16,20
0.0162,4976.5,-12.97,107.87,0.33,80
0.0488,3981.2,-12.75,178.47,0.44,70
0.0377,953,-14.56,2.76,0.09,60
0.0418,2301.8,-14.88,1.34,0.18,20
0.0289,1719.7,-14.2,6.41,0.22,30
0.0308,2482.5,-13.79,16.51,0.31,40
0.0328,4539,-14.57,2.7,0.43,30
0.03,5296.1,-13.39,41.37,0.06,85
0.0177,1862.9,-12.3,509.38,0.15,5
0.0184,971.9,-13.21,61.84,0.1,95
0.0175,3646.5,-12.5,323.8,0.22,75
0.0367,2811.4,-12.43,378.41,0.38,80
0.0421,1644.3,-14.93,1.2,0.4,65
0.0301,2667,-13.92,12.22,0.4,40
0.0415,2701,-13.58,26.62,0.25,10
0.0212,5173.5,-14.38,4.25,0.4,75
0.0174,3740,-12.74,186.44,0.08,90
0.0467,3356.3,-14.71,1.99,0.15,60
0.0438,2765.7,-14.77,1.72,0.33,5
0.0198,1313.2,-14.51,3.12,0.16,95
0.0391,5238.5,-13.8,16.17,0.1,15
0.0399,1371.6,-12.73,188.21,0.42,3
0.0453,2625.7,-12.16,708.91,0.37,75
0.0158,1956.3,-12.2,638.94,0.4,45
0.0299,2477.2,-14.04,9.34,0.39,60
0.0192,4344.8,-13.11,79.06,0.38,65
0.0242,2834.5,-12.54,289.39,0.27,90
0.034,4758.4,-12.18,671.69,0.09,10
0.0481,4841.2,-14.63,2.37,0.17,100
0.0374,4193.9,-12.36,443.07,0.36,110
0.0162,2982,-12.67,218.93,0.41,45
0.0169,4538.2,-12.39,416.77,0.27,30
0.0315,5140.1,-12.65,225.09,0.34,90
0.0471,1486.8,-13.5,32.25,0.14,95
0.0184,3246,-11.99,1026.44,0.06,105
0.0256,1565.2,-12.26,555.32,0.21,75
0.0235,1431.5,-14.78,1.67,0.16,65
0.0158,1024.7,-11.98,1067.51,0.05,15
0.03,1705.5,-13.2,64.42,0.17,45
0.0258,3434.3,-12.51,310.33,0.25,90
0.0389,3639.5,-13.95,11.47,0.19,15
0.0271,5148.6,-12.31,498.94,0.14,60
0.0255,1545,-14.89,1.29,0.09,45
0.017,2876.5,-14.5,3.18,0.18,15
0.0422,2197.7,-14.43,3.77,0.05,80
0.0176,2145.2,-12.34,462.31,0.17,3
0.0478,902.6,-13.2,63.94,0.42,65
0.0314,2627.2,-12.66,223.8,0.25,40
0.0343,1947.8,-14.1,8.11,0.2,3
0.0144,4102,-14.89,1.3,0.04,35
0.0404,2460.3,-12.77,173.77,0.38,60
0.0364,2285.2,-13.87,13.57,0.23,5
0.0476,3500.2,-13.75,18.18,0.4,35
0.0282,2530.3,-13.41,39.49,0.22,50
0.0181,3152.2,-12.03,938.17,0.32,40
0.0401,4996.3,-11.98,1057.37,0.06,50
0.0206,3962.8,-14.22,6.14,0.25,95
0.0285,2563.6,-13.28,52.61,0.07,55
0.0137,3648.5,-14.6,2.57,0.22,25
0.0144,5360.7,-13.41,39.59,0.07,110
0.0363,2596.5,-12.58,268.99,0.28,85
0.0355,2762.1,-13.72,19.29,0.28,70
0.0206,982.9,-12.85,142.48,0.44,10
0.0153,4342.2,-12.39,414.83,0.37,3
0.0212,1447.6,-14.76,1.75,0.11,100
0.0471,1532.6,-12.39,411.34,0.08,85
0.0256,4731.5,-13.61,25.05,0.14,100
0.0207,3898.5,-14.26,5.61,0.33,20
0.0229,2459.2,-12.28,534.02,0.24,110
0.0442,2634.3,-13.71,19.96,0.38,30
0.0148,2000.7,-13.73,18.87,0.3,95
0.0234,4345.8,-13.58,26.65,0.23,60
0.0336,2139.9,-13.12,76.98,0.34,45
0.0325,4991.2,-14.82,1.53,0.17,50
0.0425,1041.1,-14.49,3.3,0.19,75
0.0159,4164.1,-12.81,156.77,0.43,5
0.0246,5480.3,-14.62,2.44,0.27,25
0.046,2770.2,-13.81,15.68,0.37,50
0.0203,4899,-12.68,210.03,0.17,30
0.0135,1244.7,-13.61,24.83,0.16,35
0.0324,3224.3,-14.95,1.14,0.28,15
0.0386,3286.6,-13.94,11.52,0.04,45
0.0488,5081.4,-12.36,441.73,0.13,35
0.0434,3232.9,-12.09,826.89,0.15,40
0.0254,1595.1,-12.24,584.11,0.28,105
0.0191,2313.6,-12.95,113.78,0.44,5
0.0289,4912,-14.71,1.96,0.18,55
0.0421,1446.2,-14.52,3.04,0.24,60
0.0223,997.9,-13.54,29.36,0.31,30
0.0265,4017.5,-14.91,1.25,0.14,75
0.029,1281.6,-13.27,53.83,0.22,105
0.0424,4031.3,-14.24,5.87,0.16,95
0.0342,2193.6,-13.1,81.4,0.15,95
0.0211,3943.8,-13.7,20.37,0.33,85
0.0295,3964.6,-13.88,13.48,0.27,70
0.0307,2361.4,-14.85,1.45,0.14,60
0.0192,2773.7,-13.03,93.64,0.15,35
0.0472,934.4,-14.68,2.11,0.19,40
0.0448,1778.5,-12.28,530.46,0.19,35
0.022,3230.2,-15.01,0.99,0.12,55
0.0321,3766.3,-12.75,179.35,0.09,75
0.0321,4862.4,-13.16,70.18,0.35,110
0.0439,1987.3,-14.26,5.55,0.35,60
0.0392,2965,-14.27,5.39,0.15,5
0.0167,5026.9,-14.82,1.55,0.33,50
0.0488,5355.2,-13.88,13.5,0.08,100
0.0328,4872.3,-13.75,18.05,0.16,95
0.0492,1567.6,-14.19,6.47,0.21,50
0.045,2774.8,-14.7,2.03,0.1,15
0.0465,2581.1,-12.53,298.88,0.36,5
0.0182,1396.2,-14.08,8.49,0.14,75
0.0287,4223,-13,100.35,0.19,35
0.014,2677.3,-13.8,16.04,0.06,30
0.0354,5204.3,-14.97,1.08,0.42,50
0.0378,1359.2,-14.05,9.13,0.25,55
0.0423,5056.6,-14.67,2.18,0.41,55
0.0184,2998.3,-14.39,4.17,0.18,15
0.0275,4715.4,-13.44,36.77,0.23,25
0.0218,4291.6,-13.98,10.51,0.2,80
0.0301,4041.4,-13.03,95.46,0.05,10
0.0169,5277.3,-14.01,9.83,0.04,110
0.0314,5283.9,-14.15,7.15,0.32,5
0.0214,5214.7,-12.5,319.05,0.16,75
0.047,1096.8,-12.48,333.34,0.33,5
0.0481,1515,-14.23,5.96,0.38,60
0.0409,1869.6,-13.49,32.85,0.28,40
0.0441,5204.7,-12.42,384.25,0.2,95
0.0449,927.6,-14.85,1.44,0.07,55
0.02,4675.9,-14.1,8.06,0.38,80
0.0345,2048.7,-12.26,557.34,0.07,3
0.023,1834.4,-12.24,581.5,0.07,5
0.0262,2748.6,-13.95,11.41,0.13,60
0.0171,4243.7,-13.32,48.69,0.13,100
0.0405,1205.4,-14.14,7.36,0.2,45
0.0391,3349.7,-13.4,40.61,0.41,110
0.0217,4411.3,-12.86,140.32,0.04,55
0.0395,4575.7,-13.1,80.45,0.38,35
0.0482,3170.4,-14.67,2.15,0.04,50
0.0183,5445,-12.33,473.98,0.19,30
0.0344,1306.7,-12.25,575.31,0.35,15
0.0353,2062.5,-12.23,601.55,0.09,30
0.0404,2223.4,-12.54,290.36,0.38,5
0.0404,4757.3,-13.67,21.61,0.15,65
0.0405,1277.8,-14.18,6.7,0.33,20
0.0231,947.7,-13.93,12.03,0.23,30
0.0358,1798.4,-12.66,222.88,0.4,80
0.0257,3748.8,-13.03,95.63,0.41,40
0.0137,2412.2,-12.12,761.46,0.3,60
0.0211,1648.4,-12.33,474.24,0.29,3
0.043,1122.9,-14.96,1.1,0.16,50
0.0465,3629.3,-14.59,2.57,0.17,50
0.0398,2161,-13.41,39.37,0.29,3
0.0402,5078.3,-12.75,180.96,0.17,90
0.0401,2981.4,-13.64,22.98,0.08,90
0.0267,4019.2,-14.01,9.8,0.05,45
0.0218,1165.7,-14.96,1.12,0.37,25
0.0188,3795.3,-14.7,2.02,0.31,80
0.033,2953.6,-12.7,201.67,0.04,95
0.0297,3061.7,-13.22,61.45,0.29,70
0.0216,4845.5,-12.76,177.62,0.25,5
0.045,3977.3,-12.7,201.36,0.28,40
0.0201,4139.9,-14.43,3.76,0.44,70
0.0222,3044,-14.73,1.88,0.31,100
0.0366,5340.2,-12.42,387.62,0.39,40
0.016,5405.4,-12.63,235.07,0.34,40
0.0437,3632.9,-14.67,2.16,0.43,75
0.0462,1438.8,-12.08,836.13,0.19,75
0.0278,4068.7,-13.32,48.86,0.13,45
0.0395,2268.2,-13.31,49.14,0.25,45
0.0254,910.9,-12.11,791.34,0.16,95
0.0336,4051.4,-13.07,85.3,0.33,90
0.0143,3662.9,-14.66,2.21,0.07,35
0.0205,1022.4,-14.65,2.25,0.16,75
0.0355,4520.7,-13.93,11.77,0.03,55
0.0148,5208.9,-12.37,435.07,0.09,5
0.0493,3825.6,-12.53,297.8,0.08,5
0.0445,4112.2,-13.92,12.07,0.25,105
0.0162,2740.2,-13.23,60.29,0.4,50
0.0328,4808.7,-13.09,82.07,0.07,70
0.0455,4601.9,-14.86,1.39,0.11,105
0.0339,3546.4,-14.74,1.85,0.32,90
0.036,4070.8,-14.85,1.44,0.08,3
0.034,4521.7,-12.52,308.7,0.1,75
0.0478,2492,-12.98,105.9,0.16,10
0.0461,4548.1,-14.78,1.67,0.1,65
0.0447,1477.4,-13.09,83.19,0.27,75
0.0249,1713.3,-14.73,1.87,0.06,35
0.0272,3517.2,-13.28,53.41,0.15,65
0.0274,1453.5,-13.08,83.38,0.1,70
0.033,5109.7,-13.42,38.68,0.33,95
0.0168,1840.7,-14.18,6.72,0.26,100
0.0247,2233.2,-12.04,930.51,0.05,5
0.035,1658.2,-13.08,84.96,0.33,5
0.0195,2611,-12.84,146.49,0.41,65
0.0269,5031.5,-13.12,77.46,0.11,25
0.0465,4074.5,-14.74,1.86,0.16,20
0.0179,4147.1,-12.91,125.96,0.35,35
0.0348,4476.7,-14.48,3.32,0.33,80
0.019,2322,-13.33,46.98,0.19,35
0.029,1794.3,-13.31,49.27,0.24,40
0.0334,1621.2,-14.3,5.07,0.29,80
0.0403,3086.1,-13.12,77.72,0.2,80
0.026,5136.6,-13.43,37.85,0.31,95
0.0227,4128.1,-12.36,440.13,0.43,100
0.0206,1735.1,-13.13,75.83,0.41,40
0.019,3425.2,-14.15,7.24,0.26,85
0.0199,3470.6,-13.29,51.68,0.24,110
0.0319,2232.9,-12.42,389.58,0.18,65
0.0317,1704,-12.55,283.22,0.33,3
0.037,2607,-12.33,473.27,0.4,50
0.0284,5006.3,-13.11,79.42,0.21,3
0.0405,2807.4,-14.29,5.25,0.06,100
0.033,3040.3,-14.56,2.78,0.37,60
0.0479,2785.4,-14.29,5.16,0.33,10
0.0288,3751.1,-11.97,1092.72,0.42,85
0.0195,3630.3,-13.57,27.46,0.42,100
0.0191,1285.3,-12.59,259.09,0.07,75
0.0364,1280.3,-13.01,99.59,0.21,65
0.0184,2038,-12.35,456.02,0.1,30
0.0487,5363,-14.62,2.44,0.32,50
0.0298,1901.1,-14.55,2.86,0.14,55
0.047,4821.3,-12.07,871.94,0.28,105
0.0374,2886.6,-14.16,7.05,0.27,60
0.0136,3705.5,-12.02,962.43,0.32,3
0.0139,2710.5,-12.22,606.79,0.16,20
0.0468,3093.3,-13.52,30.32,0.11,10
0.024,999.9,-12.68,213.77,0.29,70
0.017,3406,-14.82,1.52,0.14,100
0.0215,1313,-12.62,242.68,0.35,100
0.0461,3241,-13.08,84.65,0.26,20
0.0347,1922.9,-13.03,94.22,0.26,10
0.0367,2578.6,-14.47,3.41,0.33,30
0.0327,1823.1,-12.8,159.22,0.23,15
0.0413,3012.3,-14.87,1.35,0.09,95
0.0349,5387.9,-12.96,111.74,0.33,90
0.0361,5336,-14.71,1.96,0.03,25
0.0268,3217.2,-12.04,914.2,0.04,105
0.039,4650.9,-13.66,22.23,0.4,110
0.0428,4662.4,-13.39,41.03,0.14,5
0.0467,4280.2,-12.19,661.12,0.08,55
0.0328,1806.6,-14.4,4.05,0.18,35
0.0215,4187.9,-14.3,5.04,0.38,85
0.0414,4462,-14.68,2.12,0.24,3
